Symbol,Sector,Industry,Mkt Cap,Exch,PW?,5658,25,0.44%,,PW Companies - Capital Goods,,,,,,,,No PW Companies
PFK,Finance,Life Insurance,n/a,NYSE,0,,,,,,,,,,,,,
PJH,Finance,Life Insurance,n/a,NYSE,0,,,,,,,,,,,,,
PRH,Finance,Life Insurance,n/a,NYSE,0,,,,,,,,,,,,,
PRU,Finance,Life Insurance,47900,NYSE,0,,,,,,,,,,,,,
GHY,n/a,n/a,605.67,NYSE,0,,,,,,,,,,,,,
PUK,Finance,Life Insurance,54840,NYSE,0,,,,,,,,,,,,,
PUK^,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
PUK^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
ISD,n/a,n/a,506.83,NYSE,0,,,,,,,,,,,,,
PSB,Consumer Services,Real Estate Investment Trusts,3040,NYSE,0,,,,,,,,,,,,,
PSB^T,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
PSB^U,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
PSB^V,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
PSB^W,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
TLK,Public Utilities,Telecommunications Equipment,60250,NYSE,0,,,,,,,,,,,,,
PEG,Public Utilities,Power Generation,22850,NYSE,0,,,,,,,,,,,,,
PSA,Consumer Services,Real Estate Investment Trusts,38740,NYSE,0,,,,,,,,,,,,,
PSA^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
PSA^B,Consumer Services,Real Estate Investment Trusts,n/a,NYSE,0,,,,,,,,,,,,,
PSA^C,Consumer Services,Real Estate Investment Trusts,n/a,NYSE,0,,,,,,,,,,,,,
PSA^D,Consumer Services,Real Estate Investment Trusts,n/a,NYSE,0,,,,,,,,,,,,,
PSA^E,Consumer Services,Real Estate Investment Trusts,n/a,NYSE,0,,,,,,,,,,,,,
PSA^S,Consumer Services,Real Estate Investment Trusts,n/a,NYSE,0,,,,,,,,,,,,,
PSA^T,Consumer Services,Real Estate Investment Trusts,n/a,NYSE,0,,,,,,,,,,,,,
PSA^U,Consumer Services,Real Estate Investment Trusts,n/a,NYSE,0,,,,,,,,,,,,,
PSA^V,Consumer Services,Real Estate Investment Trusts,n/a,NYSE,0,,,,,,,,,,,,,
PSA^W,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
PSA^X,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
PSA^Y,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
PSA^Z,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SMP,Capital Goods,Auto Parts:O.E.M.,1100,NYSE,0,,,,,,,,,,,,,
PSTG,Technology,Electronic Components,2050,NYSE,0,,,,,,,,,,,,,
PCF,n/a,n/a,114.92,NYSE,0,,,,,,,,,,,,,
PMM,n/a,n/a,390.84,NYSE,0,,,,,,,,,,,,,
PIM,n/a,n/a,254.01,NYSE,0,,,,,,,,,,,,,
PMO,n/a,n/a,456.23,NYSE,0,,,,,,,,,,,,,
PPT,n/a,n/a,584.31,NYSE,0,,,,,,,,,,,,,
PVH,Consumer Non-Durables,Apparel,7320,NYSE,0,,,,,,,,,,,,,
PZN,Finance,Investment Managers,645.19,NYSE,0,,,,,,,,,,,,,
QTWO,Technology,Computer Software: Prepackaged Software,1430,NYSE,0,,,,,,,,,,,,,
QEP,Energy,Oil & Gas Production,3240,NYSE,0,,,,,,,,,,,,,
QTS,Consumer Services,Real Estate Investment Trusts,2290,NYSE,0,,,,,,,,,,,,,
QUAD,Miscellaneous,Publishing,1290,NYSE,0,,,,,,,,,,,,,
KWR,Basic Industries,Major Chemicals,1740,NYSE,0,,,,,,,,,,,,,
QCP,Consumer Services,Real Estate Investment Trusts,1700,NYSE,0,,,,,,,,,,,,,
CBPX,Capital Goods,Building Materials,1040,NYSE,0,,,,,,,,,,,,,
BMI,Capital Goods,Industrial Machinery/Components,1030,NYSE,0,,,,,,,,,,,,,
QTM,Technology,Electronic Components,241.56,NYSE,0,,,,,,,,,,,,,
DGX,Health Care,Medical Specialities,13710,NYSE,0,,,,,,,,,,,,,
Q,Health Care,Biotechnology: Commercial Physical & Biological Resarch,19070,NYSE,0,,,,,,,,,,,,,
QHC,Health Care,Hospital/Nursing Management,223.5,NYSE,0,,,,,,,,,,,,,
QUOT,Consumer Services,Advertising,984.97,NYSE,0,,,,,,,,,,,,,
CTAA,Public Utilities,Telecommunications Equipment,n/a,NYSE,0,,,,,,,,,,,,,
CTBB,Public Utilities,Telecommunications Equipment,n/a,NYSE,0,,,,,,,,,,,,,
CTU,Public Utilities,Telecommunications Equipment,n/a,NYSE,0,,,,,,,,,,,,,
CTV,Public Utilities,Telecommunications Equipment,n/a,NYSE,0,,,,,,,,,,,,,
CTW,Public Utilities,Telecommunications Equipment,n/a,NYSE,0,,,,,,,,,,,,,
CTX,Public Utilities,Telecommunications Equipment,3180,NYSE,0,,,,,,,,,,,,,
CTY,Public Utilities,Telecommunications Equipment,n/a,NYSE,0,,,,,,,,,,,,,
CTZ,Public Utilities,Telecommunications Equipment,n/a,NYSE,0,,,,,,,,,,,,,
RRD,Miscellaneous,Publishing,960.93,NYSE,0,,,,,,,,,,,,,
RDN,Finance,Property-Casualty Insurers,4070,NYSE,0,,,,,,,,,,,,,
RAS,Consumer Services,Real Estate Investment Trusts,265.47,NYSE,0,,,,,,,,,,,,,
RAS^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
RAS^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
RAS^C,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
RFT,Consumer Services,Real Estate Investment Trusts,n/a,NYSE,0,,,,,,,,,,,,,
RFTA,Consumer Services,Real Estate Investment Trusts,n/a,NYSE,0,,,,,,,,,,,,,
RL,Consumer Non-Durables,Apparel,6680,NYSE,0,,,,,,,,,,,,,
RPT,Consumer Services,Real Estate Investment Trusts,1140,NYSE,0,,,,,,,,,,,,,
RPT^D,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
RRC,Energy,Oil & Gas Production,6960,NYSE,0,,,,,,,,,,,,,
RJF,Finance,Investment Bankers/Brokers/Service,11090,NYSE,0,,,,,,,,,,,,,
RYAM,Basic Industries,Major Chemicals,586.17,NYSE,0,,,,,,,,,,,,,
RYAM^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
RYN,Consumer Services,Real Estate Investment Trusts,3550,NYSE,0,,,,,,,,,,,,,
HSC,Capital Goods,Metal Fabrications,982.23,NYSE,0,,,,,,,,,,,,,
RMAX,Finance,Real Estate,992.07,NYSE,0,,,,,,,,,,,,,
RLGY,Finance,Real Estate,3810,NYSE,0,,,,,,,,,,,,,
O,Consumer Services,Real Estate Investment Trusts,16060,NYSE,0,,,,,,,,,,,,,
O^F.CL,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
RHT,Technology,"Computer Software: Programming, Data Processing",14850,NYSE,0,,,,,,,,,,,,,
RLH,Consumer Services,Hotels/Resorts,159.35,NYSE,0,,,,,,,,,,,,,
RWT,Consumer Services,Real Estate Investment Trusts,1250,NYSE,0,,,,,,,,,,,,,
RBC,Consumer Durables,Metal Fabrications,3400,NYSE,0,,,,,,,,,,,,,
RGC,Consumer Services,Movies/Entertainment,3500,NYSE,0,,,,,,,,,,,,,
REG,Consumer Services,Real Estate Investment Trusts,11350,NYSE,0,,,,,,,,,,,,,
REG^G,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
RM,Finance,Finance: Consumer Services,231.47,NYSE,0,,,,,,,,,,,,,
RF,Finance,Major Banks,18080,NYSE,0,,,,,,,,,,,,,
RF^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
RF^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
RGS,Consumer Services,Other Consumer Services,553.6,NYSE,0,,,,,,,,,,,,,
RGA,Finance,Life Insurance,8320,NYSE,0,,,,,,,,,,,,,
RZA,Finance,Life Insurance,n/a,NYSE,0,,,,,,,,,,,,,
RZB,Finance,Life Insurance,n/a,NYSE,0,,,,,,,,,,,,,
RS,Basic Industries,Metal Fabrications,6110,NYSE,0,,,,,,,,,,,,,
RENX,Consumer Services,Publishing,36540,NYSE,0,,,,,,,,,,,,,
RELX,Consumer Services,Publishing,39060,NYSE,0,,,,,,,,,,,,,
RNR,Finance,Property-Casualty Insurers,6110,NYSE,0,,,,,,,,,,,,,
RNR^C,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
RNR^E,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SOL,Technology,Semiconductors,47.75,NYSE,0,,,,,,,,,,,,,
RENN,Technology,EDP Services,543.19,NYSE,0,,,,,,,,,,,,,
RSG,Public Utilities,Environmental Services,21600,NYSE,0,,,,,,,,,,,,,
RMD,Health Care,Medical/Dental Instruments,10130,NYSE,0,,,,,,,,,,,,,
REN           ,Energy,Oil & Gas Production,896.73,NYSE,0,,,,,,,,,,,,,
RFP,Basic Industries,Paper,426.84,NYSE,0,,,,,,,,,,,,,
RSO,Consumer Services,Real Estate Investment Trusts,290.13,NYSE,0,,,,,,,,,,,,,
RSO^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
RSO^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
RSO^C,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
QSR,Consumer Services,Restaurants,12870,NYSE,0,,,,,,,,,,,,,
RPAI,Consumer Services,Real Estate Investment Trusts,3480,NYSE,0,,,,,,,,,,,,,
RPAI^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
RGR,Capital Goods,Ordnance And Accessories,960.46,NYSE,0,,,,,,,,,,,,,
REV,Consumer Non-Durables,Package Goods/Cosmetics,1530,NYSE,0,,,,,,,,,,,,,
REX,Basic Industries,Major Chemicals,521.43,NYSE,0,,,,,,,,,,,,,
REXR,Consumer Services,Real Estate Investment Trusts,1460,NYSE,0,,,,,,,,,,,,,
REXR^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
RXN,Technology,Industrial Machinery/Components,2480,NYSE,0,,,,,,,,,,,,,
RXN^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
RAI,Consumer Non-Durables,Farming/Seeds/Milling,86840,NYSE,0,,,,,,,,,,,,,
RH,Consumer Services,Other Specialty Stores,1430,NYSE,0,,,,,,,,,,,,,
RICE,Energy,Oil & Gas Production,4330,NYSE,0,,,,,,,,,,,,,
RMP,Public Utilities,Natural Gas Distribution,2640,NYSE,0,,,,,,,,,,,,,
RIC,Basic Industries,Precious Metals,470.02,NYSE,0,,,,,,,,,,,,,
RNG,Technology,EDP Services,2020,NYSE,0,,,,,,,,,,,,,
RIO,Basic Industries,Precious Metals,77880,NYSE,0,,,,,,,,,,,,,
RBA,Miscellaneous,Business Services,3390,NYSE,0,,,,,,,,,,,,,
RAD,Health Care,Medical/Nursing Services,5180,NYSE,0,,,,,,,,,,,,,
RIV,n/a,n/a,73.11,NYSE,0,,,,,,,,,,,,,
OPP,n/a,n/a,193.73,NYSE,0,,,,,,,,,,,,,
RLI,Finance,Property-Casualty Insurers,2630,NYSE,0,,,,,,,,,,,,,
RLJ,Consumer Services,Real Estate Investment Trusts,2850,NYSE,0,,,,,,,,,,,,,
RRTS,Transportation,Oil Refining/Marketing,269.53,NYSE,0,,,,,,,,,,,,,
RHI,Technology,Professional Services,6220,NYSE,0,,,,,,,,,,,,,
CIR,Capital Goods,Metal Fabrications,953.98,NYSE,0,,,,,,,,,,,,,
HY,Capital Goods,Construction/Ag Equipment/Trucks,946.48,NYSE,0,,,,,,,,,,,,,
RCI,Consumer Services,Television Services,16870,NYSE,0,,,,,,,,,,,,,
ROG,Basic Industries,Major Chemicals,1500,NYSE,0,,,,,,,,,,,,,
ROL,Finance,Diversified Commercial Services,8040,NYSE,0,,,,,,,,,,,,,
LDL,Capital Goods,Auto Parts:O.E.M.,912.55,NYSE,0,,,,,,,,,,,,,
RST,Technology,Computer Software: Prepackaged Software,188.21,NYSE,0,,,,,,,,,,,,,
RDC,Energy,Oil & Gas Production,1980,NYSE,0,,,,,,,,,,,,,
RY,Finance,Commercial Banks,107150,NYSE,0,,,,,,,,,,,,,
RY^S,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
RY^T,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
RBS,Finance,Commercial Banks,34020,NYSE,0,,,,,,,,,,,,,
RBS^F,Finance,Commercial Banks,n/a,NYSE,0,,,,,,,,,,,,,
RBS^H,Finance,Commercial Banks,n/a,NYSE,0,,,,,,,,,,,,,
RBS^L,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
RBS^S,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
RCL,Consumer Services,Marine Transportation,20780,NYSE,0,,,,,,,,,,,,,
RDS.A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
RDS.B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
RGT,n/a,n/a,89.06,NYSE,0,,,,,,,,,,,,,
RMT,n/a,n/a,307.53,NYSE,0,,,,,,,,,,,,,
RVT,n/a,n/a,1140,NYSE,0,,,,,,,,,,,,,
RES,Energy,Oilfield Services/Equipment,4140,NYSE,0,,,,,,,,,,,,,
RPM,Basic Industries,Paints/Coatings,7480,NYSE,0,,,,,,,,,,,,,
RSPP,Energy,Oil & Gas Production,6300,NYSE,0,,,,,,,,,,,,,
RT,Consumer Services,Restaurants,141.14,NYSE,0,,,,,,,,,,,,,
ALG,Capital Goods,Industrial Machinery/Components,876.75,NYSE,0,,,,,,,,,,,,,
R,Consumer Services,Rental/Leasing Companies,4080,NYSE,0,,,,,,,,,,,,,
RYI,Basic Industries,Metal Fabrications,423.31,NYSE,0,,,,,,,,,,,,,
RHP,Consumer Services,Real Estate Investment Trusts,3230,NYSE,0,,,,,,,,,,,,,
SPGI,Finance,Finance: Consumer Services,33680,NYSE,0,,,,,,,,,,,,,
SBR,Energy,Oil & Gas Production,531.42,NYSE,0,,,,,,,,,,,,,
SB,Transportation,Marine Transportation,170.76,NYSE,0,,,,,,,,,,,,,
SB^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SB^C,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SB^D,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SFE,Finance,Finance/Investors Services,253.54,NYSE,0,,,,,,,,,,,,,
CRM,Technology,Computer Software: Prepackaged Software,59060,NYSE,0,,,,,,,,,,,,,
SMM,n/a,n/a,228.8,NYSE,0,,,,,,,,,,,,,
SBH,Consumer Services,Other Specialty Stores,2980,NYSE,0,,,,,,,,,,,,,
SJT,Energy,Oil & Gas Production,299.23,NYSE,0,,,,,,,,,,,,,
SN,Energy,Oil & Gas Production,784.91,NYSE,0,,,,,,,,,,,,,
SD,Energy,Oil & Gas Production,635.67,NYSE,0,,,,,,,,,,,,,
SDT,Energy,Oil & Gas Production,37.24,NYSE,0,,,,,,,,,,,,,
SDR,Energy,Oil & Gas Production,72.1,NYSE,0,,,,,,,,,,,,,
PER,Energy,Oil & Gas Production,147,NYSE,0,,,,,,,,,,,,,
SNY,Health Care,Major Pharmaceuticals,114190,NYSE,0,,,,,,,,,,,,,
SC,Finance,Finance: Consumer Services,5140,NYSE,0,,,,,,,,,,,,,
SOV^C,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SAP,Technology,Computer Software: Prepackaged Software,115120,NYSE,0,,,,,,,,,,,,,
SAB,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SAR,n/a,n/a,131.83,NYSE,0,,,,,,,,,,,,,
SSL,Energy,Oil & Gas Production,18390,NYSE,0,,,,,,,,,,,,,
BFS,Consumer Services,Real Estate Investment Trusts,1350,NYSE,0,,,,,,,,,,,,,
BFS^C,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SCG,Public Utilities,Power Generation,9830,NYSE,0,,,,,,,,,,,,,
SLB,Energy,Oilfield Services/Equipment,111880,NYSE,0,,,,,,,,,,,,,
SWM,Basic Industries,Paper,1260,NYSE,0,,,,,,,,,,,,,
SAIC,Technology,EDP Services,3880,NYSE,0,,,,,,,,,,,,,
SALT,Transportation,Marine Transportation,658.96,NYSE,0,,,,,,,,,,,,,
SLTB,Transportation,Marine Transportation,n/a,NYSE,0,,,,,,,,,,,,,
SBNA,Transportation,Marine Transportation,n/a,NYSE,0,,,,,,,,,,,,,
SBNB,Transportation,Marine Transportation,n/a,NYSE,0,,,,,,,,,,,,,
STNG,Transportation,Marine Transportation,700.27,NYSE,0,,,,,,,,,,,,,
SMG,Basic Industries,Agricultural Chemicals,5530,NYSE,0,,,,,,,,,,,,,
LBF,n/a,n/a,54.84,NYSE,0,,,,,,,,,,,,,
KMM,n/a,n/a,192.81,NYSE,0,,,,,,,,,,,,,
KTF,n/a,n/a,518.46,NYSE,0,,,,,,,,,,,,,
KST,n/a,n/a,52.78,NYSE,0,,,,,,,,,,,,,
KSM,n/a,n/a,139.54,NYSE,0,,,,,,,,,,,,,
SA,Basic Industries,Precious Metals,608.4,NYSE,0,,,,,,,,,,,,,
CKH,Transportation,Marine Transportation,1130,NYSE,0,,,,,,,,,,,,,
SDRL,Energy,Oil & Gas Production,726.4,NYSE,0,,,,,,,,,,,,,
SDLP,Energy,Oil & Gas Production,302.09,NYSE,0,,,,,,,,,,,,,
SEE,Basic Industries,Major Chemicals,8880,NYSE,0,,,,,,,,,,,,,
SSW,Transportation,Marine Transportation,720.08,NYSE,0,,,,,,,,,,,,,
SSW^D,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SSW^E,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SSW^G,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SSW^H,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SSWN,Transportation,Marine Transportation,n/a,NYSE,0,,,,,,,,,,,,,
SEAS,Consumer Services,Services-Misc. Amusement & Recreation,1650,NYSE,0,,,,,,,,,,,,,
JBN,Finance,Finance: Consumer Services,n/a,NYSE,0,,,,,,,,,,,,,
JBR,Finance,Finance: Consumer Services,n/a,NYSE,0,,,,,,,,,,,,,
SEM,Health Care,Hospital/Nursing Management,1690,NYSE,0,,,,,,,,,,,,,
SGZA,Finance,Property-Casualty Insurers,n/a,NYSE,0,,,,,,,,,,,,,
SEMG,Energy,Oilfield Services/Equipment,2280,NYSE,0,,,,,,,,,,,,,
SMI,Technology,Semiconductors,5770,NYSE,0,,,,,,,,,,,,,
SRE,Public Utilities,Natural Gas Distribution,27870,NYSE,0,,,,,,,,,,,,,
LNN,Capital Goods,Industrial Machinery/Components,864.64,NYSE,0,,,,,,,,,,,,,
SXT,Basic Industries,Major Chemicals,3590,NYSE,0,,,,,,,,,,,,,
SQNS,Technology,Semiconductors,203.79,NYSE,0,,,,,,,,,,,,,
SRG,Finance,Real Estate,2500,NYSE,0,,,,,,,,,,,,,
SCI,Consumer Services,Other Consumer Services,5820,NYSE,0,,,,,,,,,,,,,
SERV,Consumer Services,Other Consumer Services,5420,NYSE,0,,,,,,,,,,,,,
NOW,Technology,Computer Software: Prepackaged Software,14850,NYSE,0,,,,,,,,,,,,,
SHAK,Consumer Services,Restaurants,1120,NYSE,0,,,,,,,,,,,,,
SJR,Consumer Services,Television Services,9660,NYSE,0,,,,,,,,,,,,,
SHLX,Energy,Natural Gas Distribution,5630,NYSE,0,,,,,,,,,,,,,
SHW,Consumer Services,RETAIL: Building Materials,29120,NYSE,0,,,,,,,,,,,,,
SHG,Finance,Major Banks,20710,NYSE,0,,,,,,,,,,,,,
SFL,Transportation,Marine Transportation,1370,NYSE,0,,,,,,,,,,,,,
SHOP,Technology,Computer Software: Prepackaged Software,5040,NYSE,0,,,,,,,,,,,,,
SSTK,Technology,EDP Services,1390,NYSE,0,,,,,,,,,,,,,
SBGL,Basic Industries,Precious Metals,1930,NYSE,0,,,,,,,,,,,,,
SIG,Consumer Services,Consumer Specialties,4670,NYSE,0,,,,,,,,,,,,,
SBY,Consumer Services,Real Estate Investment Trusts,760.5,NYSE,0,,,,,,,,,,,,,
SSNI,Technology,Computer Communications Equipment,558.9,NYSE,0,,,,,,,,,,,,,
SLW,Basic Industries,Precious Metals,8890,NYSE,0,,,,,,,,,,,,,
SPG,Consumer Services,Real Estate Investment Trusts,54370,NYSE,0,,,,,,,,,,,,,
SPG^J,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
MTW,Capital Goods,Construction/Ag Equipment/Trucks,827.13,NYSE,0,,,,,,,,,,,,,
SHI,Basic Industries,Major Chemicals,6160,NYSE,0,,,,,,,,,,,,,
SITE,Consumer Non-Durables,Farming/Seeds/Milling,1740,NYSE,0,,,,,,,,,,,,,
SIX,Consumer Services,Services-Misc. Amusement & Recreation,5390,NYSE,0,,,,,,,,,,,,,
SJW,Public Utilities,Water Supply,990.9,NYSE,0,,,,,,,,,,,,,
SKM,Public Utilities,Telecommunications Equipment,15870,NYSE,0,,,,,,,,,,,,,
SKX,Consumer Non-Durables,Shoe Manufacturing,4340,NYSE,0,,,,,,,,,,,,,
SLG,Consumer Services,Real Estate Investment Trusts,10940,NYSE,0,,,,,,,,,,,,,
SLG^I,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SM,Energy,Oil & Gas Production,2470,NYSE,0,,,,,,,,,,,,,
SFS,Consumer Services,Food Chains,831.41,NYSE,0,,,,,,,,,,,,,
SNN,Health Care,Industrial Specialties,13880,NYSE,0,,,,,,,,,,,,,
AOS,Consumer Durables,Consumer Electronics/Appliances,8990,NYSE,0,,,,,,,,,,,,,
SNAP,Technology,"Computer Software: Programming, Data Processing",24040,NYSE,0,,,,,,,,,,,,,
BRSS,Capital Goods,Metal Fabrications,786.67,NYSE,0,,,,,,,,,,,,,
SQM,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),8790,NYSE,0,,,,,,,,,,,,,
SLRA,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SAH,Consumer Durables,Automotive Aftermarket,938.1,NYSE,0,,,,,,,,,,,,,
SON,Consumer Durables,Containers/Packaging,5320,NYSE,0,,,,,,,,,,,,,
SNE,Consumer Non-Durables,Consumer Electronics/Appliances,40040,NYSE,0,,,,,,,,,,,,,
BID,Miscellaneous,Business Services,2530,NYSE,0,,,,,,,,,,,,,
SOR,n/a,n/a,325.74,NYSE,0,,,,,,,,,,,,,
SJI,Public Utilities,Oil/Gas Transmission,2700,NYSE,0,,,,,,,,,,,,,
SXE,Public Utilities,Natural Gas Distribution,223.22,NYSE,0,,,,,,,,,,,,,
SCE^F,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SCE^G,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SCE^H,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SCE^J,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SCE^K,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SO,Public Utilities,Electric Utilities: Central,50180,NYSE,0,,,,,,,,,,,,,
SOJA,Public Utilities,Electric Utilities: Central,n/a,NYSE,0,,,,,,,,,,,,,
SOJB,Public Utilities,Electric Utilities: Central,n/a,NYSE,0,,,,,,,,,,,,,
SCCO,Basic Industries,Precious Metals,27870,NYSE,0,,,,,,,,,,,,,
LUV,Transportation,Air Freight/Delivery Services,33400,NYSE,0,,,,,,,,,,,,,
SWX,Public Utilities,Oil & Gas Production,3910,NYSE,0,,,,,,,,,,,,,
SWN,Energy,Oil & Gas Production,3890,NYSE,0,,,,,,,,,,,,,
SWNC,Energy,Oil & Gas Production,n/a,NYSE,0,,,,,,,,,,,,,
SPA,Technology,Electrical Products,220.81,NYSE,0,,,,,,,,,,,,,
STN,Consumer Services,Military/Government/Technical,2940,NYSE,0,,,,,,,,,,,,,
SPE,n/a,n/a,139.05,NYSE,0,,,,,,,,,,,,,
SPE^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SEP,Public Utilities,Natural Gas Distribution,13310,NYSE,0,,,,,,,,,,,,,
SPB           ,Miscellaneous,Industrial Machinery/Components,8250,NYSE,0,,,,,,,,,,,,,
TRK,Consumer Services,Services-Misc. Amusement & Recreation,775.15,NYSE,0,,,,,,,,,,,,,
SR,Public Utilities,Oil/Gas Transmission,3020,NYSE,0,,,,,,,,,,,,,
MDR,Capital Goods,Metal Fabrications,1590,NYSE,MDR,,,,,,,,,,,,,
SRC,Consumer Services,Building operators,4980,NYSE,0,,,,,,,,,,,,,
SRLP,Energy,Oil Refining/Marketing,559.49,NYSE,0,,,,,,,,,,,,,
S,Public Utilities,Telecommunications Equipment,34530,NYSE,0,,,,,,,,,,,,,
SPXC,Technology,Industrial Machinery/Components,1050,NYSE,0,,,,,,,,,,,,,
FLOW,Technology,Industrial Machinery/Components,1390,NYSE,0,,,,,,,,,,,,,
SQ,Technology,Computer Software: Prepackaged Software,6220,NYSE,0,,,,,,,,,,,,,
JOE,Consumer Services,Homebuilding,1250,NYSE,0,,,,,,,,,,,,,
STAG,Consumer Services,Real Estate Investment Trusts,2030,NYSE,0,,,,,,,,,,,,,
STAG^B,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
STAG^C,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SSI,Consumer Services,Clothing/Shoe/Accessory Stores,61.92,NYSE,0,,,,,,,,,,,,,
NX,Capital Goods,Metal Fabrications,691.95,NYSE,0,,,,,,,,,,,,,
SXI,Technology,Industrial Machinery/Components,1240,NYSE,0,,,,,,,,,,,,,
RTEC,Capital Goods,Industrial Machinery/Components,684.13,NYSE,0,,,,,,,,,,,,,
PLOW,Capital Goods,Construction/Ag Equipment/Trucks,680.67,NYSE,0,,,,,,,,,,,,,
SGU,Consumer Services,Other Specialty Stores,509.7,NYSE,0,,,,,,,,,,,,,
SRT,Technology,Professional Services,135.35,NYSE,0,,,,,,,,,,,,,
STWD,Consumer Services,Real Estate Investment Trusts,5800,NYSE,0,,,,,,,,,,,,,
STT,Finance,Major Banks,30430,NYSE,0,,,,,,,,,,,,,
STT^C,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
STT^D,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
STT^E,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
STT^G,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
STO,Energy,Integrated oil Companies,55670,NYSE,0,,,,,,,,,,,,,
MTRN,Capital Goods,Industrial Specialties,673.32,NYSE,0,,,,,,,,,,,,,
SPLP^A,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SCS,Consumer Durables,Office Equipment/Supplies/Services,1970,NYSE,0,,,,,,,,,,,,,
SCM,n/a,n/a,177.22,NYSE,0,,,,,,,,,,,,,
SCQ,n/a,n/a,n/a,NYSE,0,,,,,,,,,,,,,
SCL,Basic Industries,Package Goods/Cosmetics,1770,NYSE,0,,,,,,,,,,,,,
STE,Health Care,Industrial Specialties,5890,NYSE,0,,,,,,,,,,,,,
STL,Finance,Major Banks,3270,NYSE,0,,,,,,,,,,,,,
STC,Finance,Specialty Insurers,1020,NYSE,0,,,,,,,,,,,,,
SF,Finance,Investment Bankers/Brokers/Service,3630,NYSE,0,,,,,,,,,,,,,
SF^A,Finance,Investment Bankers/Brokers/Service,n/a,NYSE,0,,,,,,,,,,,,,
SWC,Basic Industries,Precious Metals,2090,NYSE,0,,,,,,,,,,,,,
